VideoID,Title,PublishedAt,ChannelName,Views,Likes,Comments,Duration_seconds
52wamXVvJW4,الدحيح - كيف بدأ الكلب؟,2018-11-24 18:00:00+00:00,AJ+ كبريت,4395630.0,187550.0,4098.0,769.0
CCu3Nqn0pRc,الدحيح - آه لو لعبت يا زهر,2018-11-20 18:00:01+00:00,AJ+ كبريت,2491636.0,96555.0,2876.0,772.0
uHVyKKHXLZQ,الدحيح - التنمية الاقتصادية,2018-11-17 18:00:05+00:00,AJ+ كبريت,2160774.0,77838.0,2624.0,707.0
4iBGr1G34OI,الدحيح - تجارة الأفكار,2018-11-13 18:00:01+00:00,AJ+ كبريت,3162327.0,119823.0,3829.0,744.0
vpc7v3fDiTk,الدحيح - جماعة الإخوان الفيثاغورثيين,2018-11-10 18:00:09+00:00,AJ+ كبريت,2271267.0,84382.0,3610.0,646.0
0jMBuO09h58,الدحيح - أغنية بص بصة على المصادر,2018-11-04 10:51:55+00:00,AJ+ كبريت,2646889.0,139717.0,5114.0,153.0
DnERaC0ySEY,الدحيح - يا سلام يا سلام يا سلام يا سلام,2018-11-03 18:00:01+00:00,AJ+ كبريت,2663706.0,139445.0,6389.0,844.0
aKFxh-IeJog,الدحيح - في مدح الكسل,2018-10-27 18:00:01+00:00,AJ+ كبريت,4580007.0,171472.0,4015.0,740.0
oZxJNBfHAr8,الدحيح - معضلة المساجين,2018-10-20 18:00:05+00:00,AJ+ كبريت,3282074.0,119339.0,2601.0,681.0
SdEe4t_HH7w,الدحيح - أين ذهب الكرش؟,2018-10-13 18:00:03+00:00,AJ+ كبريت,2160187.0,88610.0,2459.0,478.0
xs5eG7C4WKk,الدحيح - ستارت أب,2018-10-06 18:00:08+00:00,AJ+ كبريت,2680610.0,122027.0,3294.0,875.0
4fPI6hUgeJo,الدحيح - المارشملو,2018-09-29 18:00:01+00:00,AJ+ كبريت,4853206.0,216550.0,5211.0,758.0
yED_4fUd8Ig,الدحيح - الكون,2018-09-22 18:00:06+00:00,AJ+ كبريت,4705001.0,165616.0,6573.0,802.0
m9c-keUEViA,الدحيح - البطالة,2018-09-15 18:00:05+00:00,AJ+ كبريت,4755717.0,135428.0,2967.0,868.0
fHCWNPc027Q,الدحيح - الذاكرة الكاذبة,2018-09-08 18:00:04+00:00,AJ+ كبريت,4892000.0,186572.0,3259.0,693.0
WtUc0vnPFiM,الدحيح - ناس نتنة,2018-09-01 18:00:01+00:00,AJ+ كبريت,3867934.0,132149.0,3708.0,639.0
-h0jB1n2OJo,الدحيح - لعنة البترول,2018-08-25 18:00:00+00:00,AJ+ كبريت,4345061.0,159200.0,3985.0,773.0
Y6UB2N6T9tk,الدحيح - مفارقة الإنستغرام,2018-08-18 18:00:04+00:00,AJ+ كبريت,3128024.0,182332.0,3418.0,512.0
14IzHF1zi28,الدحيح - هتلر,2018-08-11 18:00:00+00:00,AJ+ كبريت,12974449.0,380381.0,7890.0,837.0
oPUkpcmAc-w,الدحيح - الحروب,2018-08-04 18:00:04+00:00,AJ+ كبريت,4448585.0,142557.0,2823.0,725.0
2DGJNwUy_EM,الدحيح -  النووي والبكيني,2018-07-28 18:00:01+00:00,AJ+ كبريت,5356176.0,203959.0,4661.0,661.0
XF3BSYxA5eg,الدحيح - أخلاق الأطفال,2018-07-21 18:00:01+00:00,AJ+ كبريت,3138096.0,146014.0,3420.0,616.0
wDXXVBJq2ow,الدحيح - لعبة الديكتاتور,2018-07-14 18:00:04+00:00,AJ+ كبريت,2641694.0,91521.0,1523.0,551.0
ol8SkzSZIvM,الدحيح - سيارات ذاتية القيادة,2018-07-07 18:00:03+00:00,AJ+ كبريت,1686900.0,67541.0,1941.0,587.0
nehA5-iM8-c,الدحيح - معضلة القطار,2018-06-30 18:00:03+00:00,AJ+ كبريت,2844013.0,102031.0,3430.0,672.0
QCg6YH9bHg0,الدحيح - أبو نيمار,2018-06-23 18:00:00+00:00,AJ+ كبريت,5092168.0,222421.0,4276.0,746.0
Tdomyk_nMWI,الدحيح - معضلة الحمار,2018-06-09 18:00:00+00:00,AJ+ كبريت,2674032.0,105953.0,2046.0,531.0
Q8WSUbyLAyM,الدحيح - أخلاق الروبوتات,2018-06-02 18:00:01+00:00,AJ+ كبريت,924879.0,38217.0,1349.0,582.0
1SZZpfqW81U,الدحيح - صوتي لروبوتي,2018-05-26 18:00:01+00:00,AJ+ كبريت,1352533.0,40612.0,1037.0,582.0
FNmwsHlfZRE,الدحيح - احتواء الذكاء,2018-05-19 18:00:01+00:00,AJ+ كبريت,1571566.0,60577.0,1518.0,582.0
qeXPYFM4FI0,الدحيح - التكديس القهري,2018-05-12 18:00:02+00:00,AJ+ كبريت,2557239.0,117297.0,2784.0,514.0
k9zkzTvTSIg,الدحيح - بموت من الجوع,2018-05-05 18:00:02+00:00,AJ+ كبريت,2264702.0,95484.0,2051.0,448.0
jbDWe55zpzw,الدحيح - لو الشر مرض؟,2018-04-28 18:00:02+00:00,AJ+ كبريت,1650764.0,62451.0,2325.0,517.0
vCyWNUzf8Ks,الدحيح - السفَّاح,2018-04-21 18:00:01+00:00,AJ+ كبريت,3269366.0,121390.0,2848.0,470.0
eosw1CBlN-c,الدحيح - مخيَّر أم مخيَّر؟,2018-04-14 18:00:01+00:00,AJ+ كبريت,2859033.0,117980.0,5021.0,567.0
NEXVNKHKg_s,الدحيح - السيطرة على المخ,2018-04-07 18:00:01+00:00,AJ+ كبريت,3344198.0,117602.0,2477.0,495.0
_CQ-6EEaVTY,الدحيح - قراءة الأفكار,2018-03-31 18:00:04+00:00,AJ+ كبريت,4406305.0,167574.0,2792.0,534.0
SkwUz8U-t4U,الدحيح - الإنتروبي,2018-03-24 18:00:02+00:00,AJ+ كبريت,2581804.0,102303.0,3508.0,626.0
7PTEuJwH-vk,الدحيح - الوسطي الجميل,2018-03-17 18:00:01+00:00,AJ+ كبريت,1872030.0,76430.0,1720.0,609.0
Ubz-zr312xU,الدحيح - فين الفضائيين؟,2018-03-10 18:00:02+00:00,AJ+ كبريت,3883076.0,165116.0,4675.0,562.0
_hTKa6e2jec,الدحيح - شاورما الديناصور,2018-03-03 18:00:05+00:00,AJ+ كبريت,2237769.0,83793.0,3696.0,536.0
cEC8slwGkz0,الدحيح - البطاقة الشريرة,2018-02-17 18:00:02+00:00,AJ+ كبريت,2496285.0,96158.0,3664.0,604.0
MjB7lQn8uz8,الدحيح - أنا والكراش وهواك,2018-02-10 18:00:02+00:00,AJ+ كبريت,2487971.0,120547.0,2655.0,482.0
7fP3r2e_8CM,الدحيح - إله الدولة الملحدة,2018-02-03 18:00:00+00:00,AJ+ كبريت,6006923.0,200830.0,10228.0,612.0
FKEF5dXaCA8,الدحيح - الدواء والغلاء,2018-01-27 18:00:01+00:00,AJ+ كبريت,1095961.0,50484.0,1374.0,441.0
-pcBIQjKYO8,الدحيح - وش,2018-01-20 18:00:01+00:00,AJ+ كبريت,2394321.0,95130.0,1968.0,549.0
UxrhhUIOKZg,الدحيح - الكرش صانع التاريخ,2018-01-13 18:00:01+00:00,AJ+ كبريت,2465250.0,103165.0,2077.0,482.0
D7opPETvi_E,الدحيح - هندسة المصلحة,2018-01-06 18:00:00+00:00,AJ+ كبريت,2817705.0,81171.0,1595.0,589.0
uDbVS-OM3G4,الدحيح - زمام الأحلام,2017-12-30 18:00:04+00:00,AJ+ كبريت,2401808.0,98550.0,1759.0,455.0
NjfnhHMmQ-M,الدحيح - الاستغلال حلال؟,2017-12-23 18:00:01+00:00,AJ+ كبريت,2391426.0,80435.0,2118.0,523.0
009zDn1G6yc,الدحيح - ألوان زمان,2017-12-16 18:00:01+00:00,AJ+ كبريت,1968127.0,63909.0,2287.0,557.0
4UW_YbA05Kk,الدحيح - البيت كويْن,2017-12-09 18:00:01+00:00,AJ+ كبريت,3206001.0,135234.0,3902.0,525.0
VUdN7puocNY,الدحيح - ديون وتورتة,2017-12-02 18:00:04+00:00,AJ+ كبريت,2330277.0,62622.0,1351.0,617.0
Sla8OQ_vHi4,الدحيح - إفلاس الدول,2017-11-18 18:00:02+00:00,AJ+ كبريت,4022566.0,137482.0,2875.0,709.0
YluRO_QiU3E,الدحيح - صفر,2017-11-11 18:00:02+00:00,AJ+ كبريت,3812435.0,149734.0,3183.0,505.0
y33sA9X2qk4,الدحيح - الولا حاجة,2017-11-04 18:00:04+00:00,AJ+ كبريت,2502548.0,101428.0,2972.0,508.0
fRBS9spqijU,الدحيح -  المساس بالاحتباس,2017-10-28 18:00:04+00:00,AJ+ كبريت,1737690.0,51632.0,1195.0,484.0
LL8NtfK9TiI,الدحيح - المصفوفة,2017-10-21 18:00:00+00:00,AJ+ كبريت,2653745.0,88082.0,3261.0,569.0
LapWA4ZEzfY,الدحيح - أسماء للبيع,2017-10-14 18:00:01+00:00,AJ+ كبريت,2280654.0,78735.0,1682.0,494.0
RqDKA00B7CU,الدحيح - متراقبين؟,2017-10-07 18:00:01+00:00,AJ+ كبريت,2333584.0,83639.0,1282.0,448.0
ld9XNekHrLw,الدحيح - ما ذنب النباتات؟,2017-09-30 18:00:02+00:00,AJ+ كبريت,2140616.0,74252.0,2136.0,718.0
EY6f0cdbOWs,الدحيح - الرأي الآخر,2017-09-25 18:00:01+00:00,AJ+ كبريت,1266845.0,46946.0,852.0,383.0
xnOjL_-vOCE,الدحيح - المفروض مرفوض,2017-09-23 18:00:02+00:00,AJ+ كبريت,2447861.0,82931.0,1734.0,522.0
oVUr7G94Iu0,الدحيح - صعود اليمين,2017-09-18 18:00:03+00:00,AJ+ كبريت,1699974.0,61822.0,1126.0,438.0
pINMuoyCmFM,الدحيح - جراثيم و مسدسات,2017-09-16 18:02:04+00:00,AJ+ كبريت,2230597.0,68643.0,1217.0,691.0
61ml6HSa4i4,الدحيح - عنفوان إنسان,2017-09-11 18:00:00+00:00,AJ+ كبريت,1470458.0,52861.0,998.0,391.0
mJNtBQLh2vY,الدحيح - قاتل الكلمات وسفاح اللغات,2017-09-09 18:00:04+00:00,AJ+ كبريت,1935011.0,73591.0,1540.0,466.0
E-qATMR-l7g,الدحيح - الثقب الأسود,2017-09-04 18:00:03+00:00,AJ+ كبريت,5627735.0,189126.0,4640.0,434.0
ujf9RNuBdCU,الدحيح - صناعة الذكاء,2017-09-02 17:58:59+00:00,AJ+ كبريت,1973072.0,71064.0,1231.0,484.0
t2d6XTUj5lA,الدحيح - الرجوع إلى الماضي,2017-08-28 18:00:04+00:00,AJ+ كبريت,4007795.0,156931.0,3863.0,435.0
vJJXs0EtmdY,الدحيح - تحت الهدوم,2017-08-26 18:00:04+00:00,AJ+ كبريت,2720834.0,97061.0,1663.0,447.0
fywYZgNZASY,الدحيح - أبيع نفسي,2017-08-21 18:00:02+00:00,AJ+ كبريت,1553597.0,59302.0,1754.0,490.0
eWGW-02xDKY,الدحيح - سبوع الأسبوع,2017-08-19 18:00:05+00:00,AJ+ كبريت,2040944.0,67030.0,1260.0,506.0
Q3OVGeflFqc,الدحيح - ليه محدش مهتم بينا,2017-08-14 17:45:24+00:00,AJ+ كبريت,2765267.0,129870.0,2134.0,363.0
GWC-RCxWlLA,الدحيح - البوس,2017-08-12 18:00:02+00:00,AJ+ كبريت,4124323.0,150199.0,3023.0,527.0
TG3vHrlgczM,الدحيح - إنت جامد,2017-08-07 17:45:36+00:00,AJ+ كبريت,1634903.0,61458.0,1730.0,269.0
httoGbF_dqQ,الدحيح - السمع والطاعة,2017-08-05 18:00:02+00:00,AJ+ كبريت,1772633.0,60181.0,1269.0,485.0
Qww9Upno_m8,الدحيح - نُصك ملحد,2017-07-31 18:00:01+00:00,AJ+ كبريت,5519301.0,211794.0,8259.0,449.0
d_NbsKDXHis,الدحيح | يمكننا صناعة الماس,2022-05-24 18:00:12+00:00,Museum of The Future متحف المستقبل,3371347.0,157458.0,3571.0,1164.0
HvWiDKNVEEo,الدحيح | نايكي,2022-05-28 18:00:11+00:00,Museum of The Future متحف المستقبل,5905828.0,246786.0,2448.0,1540.0
Gi0D5vHzimE,الدحيح | بناء الأهرامات,2022-05-31 18:00:12+00:00,Museum of The Future متحف المستقبل,12306424.0,318650.0,6876.0,1380.0
BYLLXnSZqIU,الدحيح | الضاد,2022-06-04 18:00:12+00:00,Museum of The Future متحف المستقبل,4075754.0,181652.0,7605.0,1251.0
RhPZWz1_E8Q,الدحيح | الكرة العنصرية,2022-06-07 18:00:11+00:00,Museum of The Future متحف المستقبل,3777400.0,159110.0,3250.0,1463.0
6KB8n3Q8MEY,الدحيح | بيل جيتس الشرير,2022-06-11 18:00:12+00:00,Museum of The Future متحف المستقبل,4562309.0,153320.0,1986.0,1683.0
URTjXCcwo4Y,الدحيح | محطة الفضاء الدولية,2022-06-14 18:00:12+00:00,Museum of The Future متحف المستقبل,4591478.0,157173.0,3210.0,1484.0
Ou-ahyVWue0,الدحيح | هذا ليس أسود,2022-06-18 18:00:12+00:00,Museum of The Future متحف المستقبل,3621177.0,164282.0,3476.0,1075.0
VLJpKr9SreY,الدحيح | 50 ساعة في اليوم,2022-06-21 18:00:11+00:00,Museum of The Future متحف المستقبل,4288996.0,171159.0,3542.0,1162.0
ro_Vwk_LTHc,الدحيح | تأثير الأفلام والأغاني,2022-06-25 18:00:12+00:00,Museum of The Future متحف المستقبل,5469621.0,210576.0,3258.0,1294.0
ZD-k56SO3WQ,الدحيح | الجيش السويسري,2022-06-28 18:00:12+00:00,Museum of The Future متحف المستقبل,4615773.0,158379.0,2019.0,1127.0
XPPWZlViqS4,الدحيح | علم الشخصية,2022-07-02 18:00:09+00:00,Museum of The Future متحف المستقبل,6770609.0,245878.0,4648.0,1206.0
VgZwTACxjL8,الدحيح | الدجاجة,2022-07-05 18:00:13+00:00,Museum of The Future متحف المستقبل,3742618.0,132799.0,3509.0,1376.0
sKOH3NtEnRo,الدحيح | كيف تكتب حلقة الدحيح؟,2022-07-09 18:00:13+00:00,Museum of The Future متحف المستقبل,2711907.0,130976.0,3411.0,1263.0
CYI7DTBEiQ8,الدحيح | أيتام رومانيا,2022-07-12 18:00:11+00:00,Museum of The Future متحف المستقبل,2455086.0,103528.0,2420.0,1229.0
nHD0742s6GA,الدحيح | الكون عنده كم سنة؟,2022-07-16 18:00:12+00:00,Museum of The Future متحف المستقبل,4421984.0,167690.0,6258.0,1111.0
h-rWUeEE3F4,الدحيح | هيموفيليا,2022-07-19 18:00:12+00:00,Museum of The Future متحف المستقبل,3191367.0,143313.0,3336.0,1565.0
VtGGjIhTANM,الدحيح | الاكتئاب,2022-07-23 18:00:12+00:00,Museum of The Future متحف المستقبل,8077102.0,367627.0,9372.0,1415.0
REvCUomHCR8,الدحيح | الاستثمار,2022-07-26 18:00:12+00:00,Museum of The Future متحف المستقبل,7244136.0,303270.0,5815.0,1210.0
1gRzl1Gcg7w,الدحيح | الصرصار,2022-07-30 18:00:11+00:00,Museum of The Future متحف المستقبل,3870250.0,234111.0,7457.0,1186.0
a380m0dGE0Q,الدحيح | الثقب الدودي,2022-08-02 18:00:11+00:00,Museum of The Future متحف المستقبل,3388794.0,144584.0,3402.0,917.0
AXuALfza8zM,الدحيح | الحصان,2022-08-06 18:00:12+00:00,Museum of The Future متحف المستقبل,3866852.0,149541.0,4930.0,1110.0
kEFLjuYARwU,الدحيح | الكربون,2022-08-09 18:00:11+00:00,Museum of The Future متحف المستقبل,3660850.0,146128.0,3267.0,1107.0
Ju3OdGrhpTY,الدحيح | اكتشاف مقبرة توت,2022-08-13 18:00:12+00:00,Museum of The Future متحف المستقبل,4910439.0,141458.0,2566.0,1555.0
3N8vu5DdLbE,الدحيح | تاريخ الإنترنت,2022-08-16 18:00:11+00:00,Museum of The Future متحف المستقبل,5229037.0,152152.0,3151.0,1807.0
hzODOOurR1g,الدحيح | كيف تصنع قنبلة نووية؟,2022-08-20 18:00:12+00:00,Museum of The Future متحف المستقبل,4959074.0,178008.0,3430.0,1193.0
nxXgkVUAhTM,الدحيح | البحث عن عدو,2022-09-03 18:00:12+00:00,Museum of The Future متحف المستقبل,1944586.0,84429.0,1664.0,1048.0
7FW3H0W4FM0,الدحيح | الأزمة العالمية 2008,2022-09-06 18:00:12+00:00,Museum of The Future متحف المستقبل,6583912.0,165603.0,3260.0,1738.0
qpvFXPhzzFU,الدحيح | حرب البسوس,2022-09-10 18:00:12+00:00,Museum of The Future متحف المستقبل,10531391.0,312688.0,10589.0,1447.0
BNZz0zhjpZk,الدحيح | الملحمة العربية,2022-09-13 18:00:12+00:00,Museum of The Future متحف المستقبل,8200717.0,303806.0,10663.0,1611.0
VVH4xx0Pl9o,الدحيح | الشبيه,2022-09-17 18:00:11+00:00,Museum of The Future متحف المستقبل,3510365.0,126426.0,3164.0,1210.0
Hkqwf9J_qJM,الدحيح | الطيران,2022-09-20 18:00:11+00:00,Museum of The Future متحف المستقبل,3342262.0,120197.0,3335.0,1383.0
dL4CayiU8Y8,الدحيح | الطاعون الأسود,2022-09-24 18:00:12+00:00,Museum of The Future متحف المستقبل,5707995.0,173330.0,2786.0,1290.0
4DqkQdkhFKo,الدحيح | 3+2+1,2022-09-27 18:00:10+00:00,Museum of The Future متحف المستقبل,3542017.0,163972.0,5828.0,1021.0
u6iwYpMTzIU,الدحيح | اللؤلؤ,2022-10-01 18:00:11+00:00,Museum of The Future متحف المستقبل,2937381.0,96919.0,1993.0,1545.0
SR1qcN00cGY,!الدحيح | كمبيوترات حية,2022-10-04 18:00:11+00:00,Museum of The Future متحف المستقبل,2207056.0,86971.0,1804.0,1408.0
yQhTMS7ngbI,الدحيح | المول,2022-10-08 18:00:12+00:00,Museum of The Future متحف المستقبل,2683760.0,95852.0,1634.0,1248.0
DVryY-MqMSM,الدحيح | علم الوراثة,2022-10-11 18:00:12+00:00,Museum of The Future متحف المستقبل,6235281.0,192523.0,7141.0,1930.0
TfGS3PfxR20,الدحيح | بنزيما,2022-10-18 18:00:07+00:00,Museum of The Future متحف المستقبل,4565262.0,223077.0,3383.0,1578.0
Tv81q3MeI_U,الدحيح | الليل,2022-10-15 18:00:10+00:00,Museum of The Future متحف المستقبل,4768761.0,160403.0,2657.0,1097.0
3XZCGd8V8QY,الدحيح | عيال كبار,2022-10-22 18:00:08+00:00,Museum of The Future متحف المستقبل,4162778.0,187517.0,3891.0,1186.0
qM6jPrMPTKk,الدحيح | الخلية العصبية جدًا,2022-10-25 18:00:08+00:00,Museum of The Future متحف المستقبل,4559269.0,141646.0,4063.0,1687.0
chd_EV5C3Xw,الدحيح | العمى,2022-10-29 18:00:10+00:00,Museum of The Future متحف المستقبل,3885914.0,120794.0,2206.0,1651.0
3KEEVb0yLps,الدحيح | تاريخ المطبخ,2022-11-01 18:00:07+00:00,Museum of The Future متحف المستقبل,3735086.0,99936.0,1861.0,1552.0
0EI92GH6A7Q,الدحيح | قصر الحمراء,2022-11-05 18:00:07+00:00,Museum of The Future متحف المستقبل,3483175.0,105948.0,3397.0,1407.0
9yPfaRDQucg,الدحيح | السيميترية,2022-11-08 18:00:11+00:00,Museum of The Future متحف المستقبل,1772546.0,67834.0,1294.0,983.0
HAw90AwUL_4,الدحيح | التدخين,2022-11-12 18:00:11+00:00,Museum of The Future متحف المستقبل,7659930.0,197383.0,4872.0,1614.0
PSYv1-fbOM4,الدحيح | قصة فورد,2022-11-15 18:00:07+00:00,Museum of The Future متحف المستقبل,3169529.0,91625.0,1153.0,1432.0
SYecJWaOYV4,الدحيح | إسماعيل يس,2022-11-19 18:00:07+00:00,Museum of The Future متحف المستقبل,3385301.0,130079.0,3559.0,1560.0
qQjVJk9h8BQ,,,,,,,
shkThcSCWqM,الدحيح  | ابن مجدي عبد الغني  (Epigenetics),2014-08-31 20:03:57+00:00,Da7ee7 - الدحيح,689565.0,24787.0,1067.0,268.0
yjHOmjIfkfM,الدحيح  | العملية بيبسي (Branding),2014-09-09 17:30:33+00:00,Da7ee7 - الدحيح,662391.0,19705.0,298.0,308.0
obhciS90EWA,الدحيح  | الكفتجي (Self-fulfilling Prophecy),2014-09-18 15:43:32+00:00,Da7ee7 - الدحيح,498728.0,17170.0,301.0,346.0
ky_M4DE0Y4s,الدحيح  | سولوفان الارهابي (Behavioral Confirmation),2014-09-30 07:12:25+00:00,Da7ee7 - الدحيح,437252.0,14189.0,325.0,388.0
1V7DVYpnSPs,الدحيح  | مش الفلوس يا موكوس (Inflation),2014-11-22 17:11:10+00:00,Da7ee7 - الدحيح,1115427.0,34232.0,773.0,543.0
TG7xcl1dMnM,الدحيح  | الطويل الزعزوع (Heightism),2014-10-22 17:57:37+00:00,Da7ee7 - الدحيح,383321.0,12323.0,333.0,291.0
FQrs9QiwWic,(Social Comparison) الدحيح  | يانا يا مافيش,2016-09-13 17:35:58+00:00,Da7ee7 - الدحيح,763155.0,30782.0,815.0,454.0
hA2y3DwLYug,الدحيح  |  بوشكاش و الانتخابات (Dunning-Kruger Effect),2016-06-02 17:00:02+00:00,Da7ee7 - الدحيح,458395.0,18174.0,778.0,443.0
z9VlaSRmcWE,الدحيح | ليه ما بنتكلمش زي الاجانب؟ (Speech Perception),2016-03-03 11:10:48+00:00,Da7ee7 - الدحيح,2292201.0,107220.0,2194.0,286.0
m678ClZ9La0,الدحيح  | ده بيأكد كلامي (Ideological Speciation),2016-02-17 19:18:54+00:00,Da7ee7 - الدحيح,633607.0,18249.0,431.0,581.0
mEvOpx2FFQ0,الدحيح  | ما وراء الفستان - Beyond The Dress,2015-05-31 08:06:37+00:00,Da7ee7 - الدحيح,568899.0,19529.0,698.0,522.0
6Po1k_yXq9o,الدحيح  | القصة المؤثرة (Availability Heuristic),2015-03-09 17:59:35+00:00,Da7ee7 - الدحيح,763610.0,21764.0,440.0,582.0
05X0HM4POcM,الدحيح  | دائري الفيزياء (Large Hadron Collider),2016-07-05 21:03:06+00:00,Da7ee7 - الدحيح,816323.0,27231.0,765.0,497.0
OmV0UfDcRVY,الدحيح  | الفيزياء في شارع الهرم (Skepticism),2016-01-17 19:00:00+00:00,Da7ee7 - الدحيح,1280869.0,37251.0,1030.0,824.0
R5Dhmf2w6HQ,الدحيح  | إخترقني شكراً  (Neutrino),2015-12-30 19:00:00+00:00,Da7ee7 - الدحيح,635926.0,16993.0,560.0,632.0
w_tqEpxO4vo,الدحيح  | المؤمن في المريخ,2015-06-18 22:44:51+00:00,Da7ee7 - الدحيح,1413188.0,40555.0,5614.0,439.0
1wUt8El_Gy0,الدحيح  | المريخ من غير فيزا,2015-06-09 15:09:27+00:00,Da7ee7 - الدحيح,621420.0,14685.0,264.0,473.0
Dix_u5h49Vo,الدحيح  | انت بتموت أنجم!؟ (Stellar Nucleosynthesis),2015-01-12 21:37:16+00:00,Da7ee7 - الدحيح,525106.0,15790.0,366.0,397.0
2lRZFNYbcik,الدحيح  | نبذات من General Relativity) INTERSTELLAR),2014-12-28 22:21:53+00:00,Da7ee7 - الدحيح,2101475.0,55861.0,1853.0,532.0
LLqlyv6OEHA,الدحيح  | من غير ضرائب  (Transfer Pricing),2016-04-06 19:00:01+00:00,Da7ee7 - الدحيح,431160.0,13814.0,297.0,307.0
jXi-ODqD4eQ,الدحيح | قصة اقتصاد عمتك,2016-11-13 10:00:01+00:00,Da7ee7 - الدحيح,2317284.0,80454.0,2412.0,633.0
BDWFAA0Jwuo,الدحيح  | زراعة الذاكرة (Memory Implant),2015-12-12 12:59:16+00:00,Da7ee7 - الدحيح,770595.0,22903.0,451.0,512.0
FcRn6FS8Kc4,الدحيح  | معضلة رياض المنفلوطي (Theory of Personal Identity),2015-11-26 12:00:56+00:00,Da7ee7 - الدحيح,864609.0,26037.0,1049.0,465.0
08AF2au-Y0w,الدحيح  | زي ما يكون امبارح (Flashbulb Memory),2015-11-11 20:00:00+00:00,Da7ee7 - الدحيح,827059.0,29309.0,598.0,499.0
LpsIXtCN-EM,الدحيح  | الذاكرة الماكرة (Anterograde Amnesia),2015-10-27 22:33:53+00:00,Da7ee7 - الدحيح,1062292.0,39275.0,820.0,405.0
h9FXU8A5Zt4,SU Salons: Professors Don't Bite (Part1),2014-11-10 15:47:06+00:00,AUC Student Union,10837.0,100.0,5.0,274.0
dfQxpz8af9I,الدحيح | السبب؟ (Correlation-Causation Fallacy),2016-12-15 15:54:43+00:00,Da7ee7 - الدحيح,1603986.0,65023.0,3912.0,424.0
xSaSS197mGk,الدحيح  | اصحاب الكهف (Hibernation),2016-06-09 11:26:15+00:00,Da7ee7 - الدحيح,1520552.0,40801.0,2124.0,420.0
OGC7TbCEyYo,الدحيح  | ليه الرجالة عندهم حلمات؟ (Nipples),2015-09-13 21:21:31+00:00,Da7ee7 - الدحيح,1386050.0,44440.0,1992.0,420.0
93KmHm4ggPo,الكورة مع السلامة | الحلقة الأولى - البرازيل 🇧🇷,2022-11-26 18:07:45+00:00,Da7ee7 - الدحيح,2986786.0,157356.0,3689.0,1458.0
qnBpnEmUNfQ,الكورة مع السلامة | الحلقة الثانية - كولومبيا 🇨🇴,2022-11-29 18:01:24+00:00,Da7ee7 - الدحيح,2325388.0,92287.0,2145.0,1610.0
F47qG4S89qg,الكورة مع السلامة | الحلقة الثالثه - كوت ديفوار,2022-12-03 18:00:04+00:00,Da7ee7 - الدحيح,1596751.0,73419.0,1926.0,1732.0
MR_SrWGQj3E,الكورة مع السلامة | الحلقة الرابعه - كوريا الشمالية 🇰🇵,2022-12-06 18:07:25+00:00,Da7ee7 - الدحيح,2368318.0,79948.0,1898.0,2039.0
XsR9cm6Zztg,الكورة مع السلامة | الحلقة الخامسة - الأرچنتين 🇦🇷,2022-12-10 18:20:20+00:00,Da7ee7 - الدحيح,2235033.0,93959.0,1879.0,1911.0
wMApMI-28iU,الكورة مع السلامة | الحلقة السادسة - السنغال 🇸🇳,2022-12-13 18:00:22+00:00,Da7ee7 - الدحيح,1541681.0,63280.0,2128.0,1643.0
